quote_id,created_at,customer_name,product_id,requested_quantity,spot_material_surcharge_pct,quote_lead_time_days,created_by,quoted_price_usd,is_margin_violated,status
QT-2025-00177,2025-09-11 20:58:40.000000 UTC,Blue Origin Manufacturing,AP-VALVE-013,55,0.0677,3.6,John Smith,243336.545374,false,Lost
QT-2025-00178,2025-09-12 22:05:42.000000 UTC,KLA Process Control,AP-LASER-013,206,0.0177,2.5,Maria Rodriguez,234463.771305,false,Won
QT-2025-00179,2025-09-14 19:58:41.000000 UTC,Boeing Aerostructures,AP-ACT-007,130,-0.0281,3.0,David Miller,193783.132004,false,Lost
QT-2025-00180,2025-09-14 21:23:17.000000 UTC,Intel Fab Equipment,AP-VALVE-006,50,-0.0007,2.5,David Miller,122608.446463,false,Lost
QT-2025-00181,2025-09-15 00:09:34.000000 UTC,Linde Engineering,AP-ACT-006,25,0.006,3.0,Sarah Connor,39242.162756,false,Won
QT-2025-00182,2025-09-15 05:28:23.000000 UTC,Baker Hughes Energy,AP-ACT-010,140,0.0347,3.8,David Miller,266128.408355,false,Lost
QT-2025-00183,2025-09-16 01:06:22.000000 UTC,Applied Materials Global,AP-LASER-001,394,0.041,3.1,Sarah Connor,288809.26807,false,Won
QT-2025-00184,2025-09-16 01:57:13.000000 UTC,Bosch Rexroth,AP-ACT-011,105,-0.0127,3.3,Emily Chen,187871.974542,false,Won
QT-2025-00185,2025-09-16 03:43:15.000000 UTC,Parker Hannifin,AP-VALVE-006,45,0.0488,3.0,Sarah Connor,106107.225538,false,Won
QT-2025-00186,2025-09-17 08:49:05.000000 UTC,SLB Production Systems,AP-VALVE-001,80,0.018,3.3,John Smith,217137.083058,false,Won
QT-2025-00187,2025-09-18 07:07:07.000000 UTC,Lam Research Operations,AP-VALVE-010,85,0.0415,3.8,Sarah Connor,256630.498055,false,Lost
QT-2025-00188,2025-09-18 18:08:46.000000 UTC,SLB Production Systems,AP-LASER-004,130,0.0892,4.0,James Wilson,174303.58008,false,Lost
QT-2025-00189,2025-09-19 09:32:52.000000 UTC,Spirit AeroSystems,AP-ACT-001,135,0.0389,3.4,Maria Rodriguez,150769.629441,true,Lost
QT-2025-00190,2025-09-20 08:26:38.000000 UTC,KLA Process Control,AP-LASER-013,65,0.0312,3.2,James Wilson,72187.813361,false,Lost
QT-2025-00191,2025-09-20 22:23:37.000000 UTC,GE Aerospace,AP-VALVE-008,20,0.0066,3.3,Maria Rodriguez,71628.522001,false,Won
QT-2025-00192,2025-09-20 22:31:57.000000 UTC,KLA Process Control,AP-LASER-013,145,0.0428,3.1,David Miller,165555.644149,false,Won
QT-2025-00193,2025-09-21 03:41:22.000000 UTC,Bosch Rexroth,AP-VALVE-003,50,-0.0098,3.4,John Smith,113850.608274,false,Lost
QT-2025-00194,2025-09-21 08:18:19.000000 UTC,SLB Production Systems,AP-LASER-010,330,0.0423,4.7,Sarah Connor,372162.123387,false,Lost
QT-2025-00195,2025-09-21 09:02:32.000000 UTC,Tesla Supply Chain,AP-ACT-006,73,0.05,2.6,Michael Thompson,115579.678377,false,Won
QT-2025-00196,2025-09-22 03:01:48.000000 UTC,Micron Technology Operations,AP-VALVE-007,207,0.0523,3.9,Maria Rodriguez,749175.256587,false,Lost
QT-2025-00197,2025-09-22 11:47:00.000000 UTC,Northrop Grumman Systems,AP-VALVE-008,15,0.0701,3.2,James Wilson,55583.020987,false,Lost
QT-2025-00198,2025-09-23 00:29:46.000000 UTC,Siemens Industrial Motion,AP-ACT-005,130,0.0754,4.0,Maria Rodriguez,265501.352858,false,Lost
QT-2025-00199,2025-09-23 04:09:10.000000 UTC,Micron Technology Operations,AP-LASER-005,270,0.0251,4.6,John Smith,224795.197304,false,Lost
QT-2025-00200,2025-09-23 07:13:25.000000 UTC,TSMC North America,AP-VALVE-010,41,0.0482,4.4,James Wilson,120725.087097,false,Lost
QT-2025-00201,2025-09-23 08:35:59.000000 UTC,ASML Litho Systems,AP-LASER-007,500,0.0632,2.9,John Smith,603135.480633,false,Won
QT-2025-00202,2025-09-23 23:22:35.000000 UTC,Caterpillar Advanced Components,AP-LASER-009,65,0.0452,3.4,David Miller,68228.539184,false,Lost
QT-2025-00203,2025-09-24 00:09:14.000000 UTC,Caterpillar Advanced Components,AP-VALVE-013,55,0.0513,4.5,Maria Rodriguez,246735.963028,false,Lost
QT-2025-00204,2025-09-24 00:37:40.000000 UTC,Safran Landing Systems,AP-LASER-012,388,-0.0207,3.4,Maria Rodriguez,400459.28031,false,Lost
QT-2025-00205,2025-09-24 07:42:59.000000 UTC,Airbus Atlantic,AP-ACT-002,40,0.0634,4.2,John Smith,54235.566241,false,Lost
QT-2025-00206,2025-09-24 14:38:02.000000 UTC,Northrop Grumman Systems ,AP-ACT-012,40,-0.0164,3.7,Michael Thompson,87135.477686,false,Lost
QT-2025-00207,2025-09-24 16:14:36.000000 UTC,Applied Materials Global,AP-LASER-009,285,0.025,4.8,Maria Rodriguez,300161.372194,false,Lost
QT-2025-00208,2025-09-25 02:07:04.000000 UTC,Caterpillar Advanced Components,AP-ACT-010,60,0.002,5.0,Maria Rodriguez,112606.442735,false,Lost
QT-2025-00209,2025-09-25 19:34:42.000000 UTC,Siemens Industrial Motion,AP-LASER-002,75,0.0173,3.5,Emily Chen,51656.328987,false,Lost
QT-2025-00210,2025-09-26 08:04:16.000000 UTC,Emerson Automation,AP-ACT-010,30,0.0138,2.7,John Smith,57206.376306,false,Won
QT-2025-00211,2025-09-26 12:53:15.000000 UTC,Micron Technology Operations,AP-LASER-008,100,0.0535,3.5,James Wilson,104349.412462,false,Lost
QT-2025-00212,2025-09-26 16:44:14.000000 UTC,Siemens Industrial Motion,AP-VALVE-010,65,0.0362,3.4,Priya Shah,191283.567747,false,Lost
QT-2025-00213,2025-09-27 06:53:34.000000 UTC,Honeywell Process Solutions,AP-LASER-005,335,0.0432,2.6,Emily Chen,287697.601415,false,Lost
QT-2025-00214,2025-09-27 11:49:51.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-002,24,0.0551,4.0,John Smith,50303.618208,false,Won
QT-2025-00215,2025-09-27 13:32:45.000000 UTC,Honeywell Process Solutions,AP-ACT-008,47,0.0003,5.3,Sarah Connor,82499.785523,false,Won
QT-2025-00216,2025-09-27 23:58:00.000000 UTC,Boeing Aerostructures,AP-LASER-011,105,0.0497,2.4,James Wilson,128867.599018,false,Won
QT-2025-00217,2025-09-28 00:04:20.000000 UTC,Caterpillar Advanced Components,AP-VALVE-012,15,0.0245,4.0,Priya Shah,66257.971987,false,Lost
QT-2025-00218,2025-09-28 08:09:10.000000 UTC,ASML Litho Systems,AP-VALVE-010,85,0.0434,2.9,Sarah Connor,260193.007147,false,Lost
QT-2025-00219,2025-09-28 13:14:15.000000 UTC,Applied Materials Global,AP-LASER-005,50,0.025,3.0,James Wilson,43345.862669,false,Lost
QT-2025-00220,2025-09-28 17:40:33.000000 UTC,Intel Fab Equipment,AP-LASER-013,285,0.0401,3.2,Sarah Connor,315381.677881,false,Won
QT-2025-00221,2025-09-28 19:31:32.000000 UTC,Applied Materials Global,AP-ACT-012,100,0.0163,3.3,John Smith,206176.152955,false,Lost
QT-2025-00222,2025-09-28 22:35:18.000000 UTC,TESLA SUPPLY CHAIN,AP-VALVE-009,20,0.0499,3.9,John Smith,76187.12384,false,Lost
QT-2025-00223,2025-09-29 03:04:18.000000 UTC,SLB Production Systems,AP-VALVE-005,25,0.05,5.6,David Miller,81774.396227,false,Won
QT-2025-00224,2025-09-30 11:44:44.000000 UTC,Applied Materials Global,AP-LASER-001,80,0.0035,2.9,David Miller,57483.99291,false,Lost
QT-2025-00225,2025-09-30 12:20:28.000000 UTC,Safran Landing Systems,AP-VALVE-010,100,0.0571,5.0,Emily Chen,306828.224943,false,Lost
QT-2025-00226,2025-09-30 13:58:35.000000 UTC,Lam Research Operations,AP-LASER-012,100,0.0528,2.7,Priya Shah,103432.579536,false,Won
QT-2025-00227,2025-10-01 04:26:15.000000 UTC,Blue Origin Manufacturing,AP-VALVE-001,15,0.0637,3.0,Emily Chen,43933.086006,false,Won
QT-2025-00228,2025-10-02 16:03:16.000000 UTC,SpaceX Propulsion,AP-ACT-004,75,0.0306,3.6,Maria Rodriguez,131881.834517,false,Lost
QT-2025-00229,2025-10-02 16:07:01.000000 UTC,Airbus Atlantic,AP-LASER-001,25,0.048,2.5,David Miller,17785.028765,false,Lost
QT-2025-00230,2025-10-02 16:54:38.000000 UTC,SPIRIT AEROSYSTEMS,AP-LASER-005,320,0.0131,3.6,Sarah Connor,271257.968682,false,Lost
QT-2025-00231,2025-10-02 18:06:25.000000 UTC,Northrop Grumman Systems,AP-VALVE-012,41,0.0489,3.8,David Miller,172455.006106,false,Lost
QT-2025-00232,2025-10-03 00:28:27.000000 UTC,Micron Technology Operations,AP-LASER-011,320,0.053,3.5,Emily Chen,376875.61063,false,Lost
QT-2025-00233,2025-10-03 06:15:48.000000 UTC,Intel Fab Equipment,AP-VALVE-011,70,0.0785,4.4,James Wilson,213320.823534,false,Lost
QT-2025-00234,2025-10-03 06:38:18.000000 UTC,Blue Origin Manufacturing,AP-LASER-002,85,0.0192,3.6,David Miller,61005.282376,false,Won
QT-2025-00235,2025-10-03 16:58:14.000000 UTC,Honeywell Process Solutions,AP-VALVE-001,40,0.0517,3.5,Sarah Connor,116549.771551,false,Lost
QT-2025-00236,2025-10-03 22:57:05.000000 UTC,Applied Materials Global,AP-ACT-001,184,0.0311,3.3,John Smith,235460.401678,false,Won
QT-2025-00237,2025-10-04 00:31:35.000000 UTC,KLA Process Control,AP-ACT-012,70,0.0226,3.6,Sarah Connor,156277.370986,false,Lost
QT-2025-00238,2025-10-04 04:06:13.000000 UTC,Airbus Atlantic,AP-LASER-002,400,0.0451,3.8,Priya Shah,292214.623083,false,Lost
QT-2025-00239,2025-10-04 04:23:38.000000 UTC,Caterpillar Advanced Components,AP-ACT-013,60,0.0073,2.8,Priya Shah,113276.851073,false,Won
QT-2025-00240,2025-10-04 07:04:21.000000 UTC,Caterpillar Advanced Components,AP-LASER-011,205,0.0325,3.4,Priya Shah,248474.714649,false,Lost
QT-2025-00241,2025-10-04 09:39:09.000000 UTC,SpaceX Propulsion,AP-ACT-011,50,0.0269,2.6,David Miller,95905.597472,false,Won
QT-2025-00242,2025-10-04 14:27:59.000000 UTC,Northrop Grumman Systems,AP-VALVE-005,25,0.0454,4.0,Priya Shah,84681.336348,false,Lost
QT-2025-00243,2025-10-04 23:12:42.000000 UTC,Parker Hannifin,AP-ACT-002,60,0.0193,2.7,Maria Rodriguez,74313.297772,false,Lost
QT-2025-00244,2025-10-05 02:53:00.000000 UTC,Schneider Electric,AP-LASER-010,370,0.0721,3.7,Emily Chen,403762.206387,false,Lost
QT-2025-00245,2025-10-05 15:43:02.000000 UTC,Northrop Grumman Systems,AP-LASER-010,169,0.0447,2.3,Priya Shah,167760.587369,true,Lost
QT-2025-00246,2025-10-06 18:03:19.000000 UTC,Safran Landing Systems,AP-LASER-002,260,0.0229,4.9,Sarah Connor,162403.865396,true,Lost
QT-2025-00247,2025-10-06 21:31:07.000000 UTC,Tokyo Electron America,AP-LASER-011,500,0.0515,5.1,John Smith,606143.892383,false,Lost
QT-2025-00248,2025-10-07 22:46:06.000000 UTC,SLB Production Systems,AP-ACT-010,125,0.0104,3.6,Sarah Connor,233973.561893,false,Lost
QT-2025-00249,2025-10-08 01:43:24.000000 UTC,SLB Production Systems,AP-ACT-007,105,0.0402,2.8,Priya Shah,157228.612332,false,Won
QT-2025-00250,2025-10-08 03:44:38.000000 UTC,GE Aerospace,AP-ACT-008,35,0.0103,3.5,Maria Rodriguez,61179.607659,false,Won
QT-2025-00251,2025-10-08 04:30:31.000000 UTC,TSMC North America,AP-LASER-008,90,0.0365,2.5,Michael Thompson,95859.455401,false,Won
QT-2025-00252,2025-10-08 05:57:31.000000 UTC,Applied Materials Global,AP-LASER-012,460,0.0444,5.6,James Wilson,435011.728601,false,Lost
QT-2025-00253,2025-10-08 08:58:50.000000 UTC,Honeywell Process Solutions,AP-ACT-011,68,0.0141,2.8,Emily Chen,124290.958267,false,Won
QT-2025-00254,2025-10-08 17:17:08.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-010,35,0.0222,4.1,Sarah Connor,67246.095952,false,Lost
QT-2025-00255,2025-10-08 18:42:01.000000 UTC,KLA Process Control,AP-LASER-001,65,0.0219,3.6,John Smith,46232.428053,false,Lost
QT-2025-00256,2025-10-10 04:25:28.000000 UTC,Rolls-Royce Aerospace,AP-ACT-006,100,0.0131,4.4,Maria Rodriguez,161993.526044,false,Won
QT-2025-00257,2025-10-10 05:07:23.000000 UTC,Micron Technology Operations,AP-LASER-010,440,0.0416,3.4,Sarah Connor,457388.142023,false,Lost
QT-2025-00258,2025-10-12 06:43:33.000000 UTC,Spirit AeroSystems,AP-VALVE-008,10,0.0222,3.0,Priya Shah,36461.557256,false,Lost
QT-2025-00259,2025-10-12 17:25:15.000000 UTC,Rolls-Royce Aerospace,AP-ACT-012,90,0.051,3.0,Maria Rodriguez,174996.090793,true,Lost
QT-2025-00260,2025-10-12 19:04:31.000000 UTC,Bosch Rexroth,AP-ACT-005,30,0.0273,3.3,Priya Shah,54616.221388,false,Lost
QT-2025-00261,2025-10-14 13:58:23.000000 UTC,Blue Origin Manufacturing,AP-VALVE-012,31,0.0789,4.0,Sarah Connor,130322.172603,false,Won
QT-2025-00262,2025-10-14 14:00:44.000000 UTC,Safran Landing Systems,AP-ACT-009,10,0.0628,5.2,Emily Chen,16593.494281,false,Lost
QT-2025-00263,2025-10-16 16:54:35.000000 UTC,Caterpillar Advanced Components,AP-VALVE-001,70,0.0338,2.8,Sarah Connor,185207.102256,false,Lost
QT-2025-00264,2025-10-16 22:02:29.000000 UTC,KLA Process Control,AP-LASER-005,494,0.0112,4.5,Maria Rodriguez,432252.22464,false,Lost
QT-2025-00265,2025-10-16 23:57:59.000000 UTC,Caterpillar Advanced Components,AP-ACT-003,65,0.0622,2.3,Michael Thompson,86860.155387,false,Won
QT-2025-00266,2025-10-17 15:28:18.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-008,45,0.0721,4.0,Priya Shah,158413.828535,false,Won
QT-2025-00267,2025-10-18 02:56:38.000000 UTC,GE Aerospace,AP-ACT-009,190,0.0301,3.8,Sarah Connor,314999.995099,false,Lost
QT-2025-00268,2025-10-18 04:59:54.000000 UTC,Intel Fab Equipment,AP-LASER-009,109,0.0738,4.6,James Wilson,112171.369977,false,Lost
QT-2025-00269,2025-10-18 17:37:08.000000 UTC,Spirit AeroSystems,AP-VALVE-006,110,0.0596,3.4,Michael Thompson,276936.2196,false,Won
QT-2025-00270,2025-10-18 19:07:38.000000 UTC,SLB Production Systems,AP-ACT-001,120,0.0298,2.6,Maria Rodriguez,154627.574099,false,Won
QT-2025-00271,2025-10-19 06:25:28.000000 UTC,SLB Production Systems,AP-VALVE-007,26,0.0056,4.0,James Wilson,92844.131882,false,Lost
QT-2025-00272,2025-10-19 16:16:42.000000 UTC,TSMC North America,AP-LASER-001,195,0.0392,5.1,David Miller,135322.424828,false,Lost
QT-2025-00273,2025-10-19 20:23:00.000000 UTC,Lam Research Operations,AP-LASER-011,205,0.0473,3.4,Priya Shah,246365.213976,false,Lost
QT-2025-00274,2025-10-20 00:23:23.000000 UTC,Siemens Industrial Motion,AP-ACT-004,104,0.0701,4.6,James Wilson,191202.403592,false,Lost
QT-2025-00275,2025-10-20 00:51:26.000000 UTC,Spirit AeroSystems,AP-LASER-001,137,0.0098,2.8,David Miller,94557.224366,false,Won
QT-2025-00276,2025-10-20 05:08:05.000000 UTC,Blue Origin Manufacturing,AP-VALVE-007,10,0.0619,3.7,John Smith,34809.417619,false,Lost
QT-2025-00277,2025-10-20 07:42:58.000000 UTC,Airbus Atlantic,AP-LASER-009,150,0.0243,3.8,Sarah Connor,155370.564951,false,Lost
QT-2025-00278,2025-10-20 08:05:46.000000 UTC,Micron Technology Operations,AP-LASER-003,500,0.0469,3.8,Maria Rodriguez,551535.389185,false,Won
QT-2025-00279,2025-10-20 17:05:43.000000 UTC,Linde Engineering,AP-VALVE-005,165,0.0455,5.0,James Wilson,569747.106957,false,Lost
QT-2025-00280,2025-10-21 01:50:51.000000 UTC,Micron Technology Operations,AP-LASER-010,275,0.0198,2.9,John Smith,284661.035615,false,Lost
QT-2025-00281,2025-10-21 07:19:58.000000 UTC,Airbus Atlantic,AP-VALVE-006,15,0.0324,3.5,James Wilson,35809.692366,false,Lost
QT-2025-00282,2025-10-21 09:24:19.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-001,10,0.1041,2.6,James Wilson,29150.351321,false,Lost
QT-2025-00283,2025-10-21 16:22:53.000000 UTC,Parker Hannifin,AP-VALVE-005,83,0.0521,2.9,David Miller,284526.929494,false,Lost
QT-2025-00284,2025-10-22 10:51:05.000000 UTC,Baker Hughes Energy,AP-LASER-005,205,0.0146,2.6,Michael Thompson,188709.84253,false,Lost
QT-2025-00285,2025-10-22 13:39:22.000000 UTC,Tesla Supply Chain,AP-LASER-005,145,0.0355,2.5,James Wilson,127176.930263,false,Won
QT-2025-00286,2025-10-22 21:11:41.000000 UTC,Tesla Supply Chain,AP-LASER-009,73,0.0322,2.3,John Smith,78943.350122,false,Lost
QT-2025-00287,2025-10-23 02:52:28.000000 UTC,Schneider Electric,AP-LASER-010,200,0.0497,3.4,Michael Thompson,220267.534952,false,Lost
QT-2025-00288,2025-10-23 06:14:16.000000 UTC,Emerson Automation,AP-LASER-012,305,0.0504,4.4,Sarah Connor,312017.96535,false,Lost
QT-2025-00289,2025-10-23 15:19:58.000000 UTC,Intel Fab Equipment,AP-LASER-008,165,0.044,3.6,Emily Chen,174694.236475,false,Won
QT-2025-00290,2025-10-23 15:45:23.000000 UTC,Airbus Atlantic,AP-ACT-009,45,0.0396,3.1,David Miller,69771.788257,false,Lost
QT-2025-00291,2025-10-24 06:26:21.000000 UTC,TSMC North America,AP-LASER-001,115,0.0113,2.6,Sarah Connor,84221.200452,false,Lost
QT-2025-00292,2025-10-24 13:56:44.000000 UTC,Tesla Supply Chain,AP-LASER-004,214,0.0422,3.2,Sarah Connor,281099.569636,false,Lost
QT-2025-00293,2025-10-24 14:28:12.000000 UTC,Lam Research Operations,AP-LASER-005,115,0.0122,3.5,Emily Chen,96007.164676,false,Won
QT-2025-00294,2025-10-25 13:02:22.000000 UTC,Applied Materials Global,AP-LASER-001,95,0.0144,4.0,Maria Rodriguez,69778.07598,false,Lost
QT-2025-00295,2025-10-27 08:46:00.000000 UTC,ABB Robotics,AP-ACT-011,51,0.0873,3.0,Sarah Connor,102169.731197,false,Lost
QT-2025-00296,2025-10-28 05:35:58.000000 UTC,Rolls-Royce Aerospace,AP-VALVE-008,23,0.068,3.5,David Miller,81356.025518,false,Lost
QT-2025-00297,2025-10-28 20:33:04.000000 UTC,KLA Process Control,AP-LASER-002,257,0.03,3.2,Priya Shah,182187.600933,false,Lost
QT-2025-00298,2025-10-28 23:28:09.000000 UTC,Linde Engineering,AP-ACT-006,170,0.0543,3.5,Priya Shah,286348.256304,false,Won
QT-2025-00299,2025-10-29 00:45:44.000000 UTC,Emerson Automation,AP-VALVE-007,40,0.0395,3.0,Emily Chen,149114.699508,false,Won
QT-2025-00300,2025-10-29 19:39:29.000000 UTC,Schneider Electric,AP-VALVE-006,15,0.0468,3.1,James Wilson,38226.344968,false,Lost
QT-2025-00301,2025-10-29 23:35:57.000000 UTC,Caterpillar Advanced Components,AP-LASER-008,40,0.0374,2.9,John Smith,40422.063794,false,Won
QT-2025-00302,2025-10-30 01:07:30.000000 UTC,TSMC North America,AP-LASER-006,255,0.0848,3.4,Emily Chen,342284.220583,false,Lost
QT-2025-00303,2025-10-30 09:03:09.000000 UTC,Tokyo Electron America,AP-LASER-006,85,0.0492,2.5,John Smith,113650.74133,false,Lost
QT-2025-00304,2025-10-31 00:33:38.000000 UTC,Parker Hannifin,AP-ACT-012,30,0.0243,3.3,Priya Shah,61935.561739,false,Won
QT-2025-00305,2025-10-31 15:07:46.000000 UTC,Safran Landing Systems,AP-VALVE-009,35,0.0701,5.1,Sarah Connor,137510.728133,false,Lost
QT-2025-00306,2025-11-01 01:48:21.000000 UTC,KLA Process Control,AP-LASER-001,130,0.0229,2.4,James Wilson,91456.244434,false,Won
QT-2025-00307,2025-11-01 11:09:41.000000 UTC,Siemens Industrial Motion,AP-LASER-009,185,0.073,3.4,Emily Chen,195234.724813,false,Lost
QT-2025-00308,2025-11-01 12:27:10.000000 UTC,Parker Hannifin,AP-VALVE-006,20,0.0354,4.1,Emily Chen,49487.523519,false,Lost
QT-2025-00309,2025-11-01 14:24:46.000000 UTC,Bosch Rexroth,AP-LASER-012,105,0.017,2.3,John Smith,102772.637583,false,Lost
QT-2025-00310,2025-11-01 17:22:36.000000 UTC,Linde Engineering,AP-ACT-007,40,0.075,4.3,James Wilson,59473.28719,false,Lost
QT-2025-00311,2025-11-02 01:31:00.000000 UTC,SpaceX Propulsion,AP-VALVE-001,45,0.0849,2.6,Emily Chen,122063.559956,false,Won
QT-2025-00312,2025-11-02 05:27:30.000000 UTC,Siemens Industrial Motion,AP-LASER-003,120,0.0742,3.4,Emily Chen,138702.795421,false,Lost
QT-2025-00313,2025-11-03 17:39:25.000000 UTC,GE Aerospace,AP-LASER-010,171,0.0656,3.3,Sarah Connor,187148.069372,false,Lost
QT-2025-00314,2025-11-04 00:04:21.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-006,95,0.0643,3.0,John Smith,159119.227143,false,Lost
QT-2025-00315,2025-11-04 20:18:14.000000 UTC,Safran Landing Systems,AP-ACT-012,35,0.0694,3.0,Priya Shah,78257.528783,false,Lost
QT-2025-00316,2025-11-05 05:59:03.000000 UTC,Baker Hughes Energy,AP-VALVE-007,155,0.0853,4.0,Priya Shah,587493.857262,false,Lost
QT-2025-00317,2025-11-05 08:22:51.000000 UTC,Collins Aerospace,AP-VALVE-013,50,0.1093,4.3,Sarah Connor,232523.820492,false,Lost
QT-2025-00318,2025-11-05 10:00:34.000000 UTC,KLA Process Control,AP-LASER-006,310,0.0544,6.0,James Wilson,416140.614274,false,Won
QT-2025-00319,2025-11-05 10:48:53.000000 UTC,Intel Fab Equipment,AP-LASER-002,70,0.0067,2.6,Michael Thompson,49149.38861,false,Won
QT-2025-00320,2025-11-05 15:56:30.000000 UTC,Northrop Grumman Systems,AP-ACT-007,95,0.0084,4.8,Michael Thompson,145111.538962,false,Lost
QT-2025-00321,2025-11-05 23:25:11.000000 UTC,Lockheed Martin Skunk Works,AP-ACT-006,40,0.022,2.8,Sarah Connor,60509.738807,false,Lost
QT-2025-00322,2025-11-06 04:19:56.000000 UTC,Siemens Industrial Motion,AP-LASER-002,420,0.0419,2.8,David Miller,293566.674564,false,Won
QT-2025-00323,2025-11-06 05:05:25.000000 UTC,KLA Process Control,AP-VALVE-005,31,0.0727,3.2,James Wilson,102697.293072,false,Lost
QT-2025-00324,2025-11-07 07:18:45.000000 UTC,Tesla Supply Chain,AP-VALVE-014,30,0.015,3.2,David Miller,96882.254223,false,Lost
QT-2025-00325,2025-11-07 08:41:40.000000 UTC,Northrop Grumman Systems,AP-VALVE-011,30,0.0511,4.2,David Miller,84715.25315,false,Lost
QT-2025-00326,2025-11-07 14:18:22.000000 UTC,ASML Litho Systems,AP-ACT-012,40,0.0619,3.3,David Miller,83807.189817,false,Lost
QT-2025-00327,2025-11-08 07:49:58.000000 UTC,Baker Hughes Energy,AP-VALVE-005,20,0.0435,5.0,Emily Chen,66899.99551,false,Won
QT-2025-00328,2025-11-08 13:36:21.000000 UTC,Schneider Electric,AP-ACT-009,30,0.0472,2.7,Emily Chen,47525.334282,false,Won
QT-2025-00329,2025-11-08 17:46:36.000000 UTC,Bosch Rexroth,AP-VALVE-001,72,0.0964,4.3,Emily Chen,191152.725902,false,Lost
QT-2025-00330,2025-11-09 04:24:22.000000 UTC,Linde Engineering,AP-ACT-012,37,0.0359,5.9,John Smith,76398.331115,false,Lost
QT-2025-00331,2025-11-10 04:00:52.000000 UTC,Lam Research Operations,AP-LASER-008,95,0.0423,2.7,David Miller,99265.865822,false,Lost
QT-2025-00332,2025-11-10 13:45:06.000000 UTC,Northrop Grumman Systems,AP-VALVE-005,35,0.1019,4.5,Sarah Connor,120852.63522,false,Won
QT-2025-00333,2025-11-10 18:43:58.000000 UTC,Tokyo Electron America,AP-VALVE-007,5,0.0653,3.4,Maria Rodriguez,17869.986906,false,Lost
QT-2025-00334,2025-11-11 02:49:46.000000 UTC,Boeing Aerostructures,AP-LASER-006,55,0.0795,3.0,David Miller,75243.744052,false,Lost
QT-2025-00335,2025-11-11 09:49:42.000000 UTC,Intel Fab Equipment,AP-LASER-002,329,0.0588,3.4,Maria Rodriguez,226789.283788,false,Won
QT-2025-00336,2025-11-11 10:09:48.000000 UTC,Baker Hughes Energy,AP-VALVE-011,8,0.0934,4.6,John Smith,23150.989514,false,Lost
QT-2025-00337,2025-11-11 11:57:37.000000 UTC,ASML Litho Systems,AP-VALVE-002,40,0.0541,5.0,Emily Chen,84524.180912,false,Lost
QT-2025-00338,2025-11-11 15:58:03.000000 UTC,SpaceX Propulsion,AP-ACT-013,70,0.0183,2.6,David Miller,137675.899815,false,Won
QT-2025-00339,2025-11-12 12:42:13.000000 UTC,SpaceX Propulsion,AP-VALVE-013,10,0.0813,5.5,James Wilson,44492.753213,false,Lost
QT-2025-00340,2025-11-12 12:59:25.000000 UTC,Rolls-Royce Aerospace,AP-VALVE-014,67,0.0592,3.1,David Miller,208789.43945,false,Lost
QT-2025-00341,2025-11-12 13:25:03.000000 UTC,Blue Origin Manufacturing,AP-VALVE-011,50,0.0895,2.8,James Wilson,139638.192604,false,Lost
QT-2025-00342,2025-11-12 16:59:00.000000 UTC,Parker Hannifin,AP-ACT-007,30,0.026,3.2,Emily Chen,45157.406068,false,Lost
QT-2025-00343,2025-11-13 08:18:34.000000 UTC,Tesla Supply Chain,AP-VALVE-002,65,0.0089,3.4,Maria Rodriguez,139668.94182,false,Lost
QT-2025-00344,2025-11-13 13:36:23.000000 UTC,Airbus Atlantic,AP-ACT-012,26,-0.0217,4.0,Michael Thompson,53670.512841,false,Won
QT-2025-00345,2025-11-13 14:23:09.000000 UTC,Baker Hughes Energy,AP-LASER-005,166,0.062,3.3,Sarah Connor,143253.82822,false,Lost
QT-2025-00346,2025-11-13 18:43:35.000000 UTC,Parker Hannifin,AP-VALVE-004,115,0.0157,4.1,Emily Chen,356461.701734,false,Lost
QT-2025-00347,2025-11-14 06:57:57.000000 UTC,SpaceX Propulsion,AP-ACT-011,75,0.0483,3.4,James Wilson,143824.812174,false,Lost
QT-2025-00348,2025-11-14 09:12:10.000000 UTC,Northrop Grumman Systems,AP-VALVE-009,150,0.0837,3.8,Sarah Connor,577610.638066,false,Lost
QT-2025-00349,2025-11-14 21:07:38.000000 UTC,Linde Engineering,AP-LASER-010,40,0.0777,2.4,Priya Shah,44226.620819,false,Lost
QT-2025-00350,2025-11-14 21:53:38.000000 UTC,Lockheed Martin Skunk Works,AP-VALVE-006,10,0.0862,2.8,Sarah Connor,26015.735367,false,Won
QT-2025-00351,2025-11-15 06:35:18.000000 UTC,Airbus Atlantic,AP-ACT-001,32,-0.0239,3.0,John Smith,40275.905302,false,Won
QT-2025-00352,2025-11-16 10:37:01.000000 UTC,Airbus Atlantic,AP-ACT-008,310,0.0556,6.0,James Wilson,546015.209421,false,Lost
QT-2025-00353,2025-11-16 15:41:04.000000 UTC,Micron Technology Operations,AP-LASER-010,500,0.0559,5.4,Michael Thompson,466488.275326,true,Lost
